#{"t_start": 1743512949.6936781, "env_id": "None"}
r,l,t
10.0,1,3.67348
10.0,1,3.673859
10.0,1,3.674807
10.0,1,3.681666
5.0,1,3.68206
10.0,1,3.682362
10.0,1,3.683113
10.0,1,3.688129
-3.0,1,3.688575
10.0,1,3.690124
10.0,1,3.690815
10.0,1,3.694165
10.0,1,3.696348
10.0,1,3.697492
-3.0,1,3.697988
-3.0,1,3.702374
-3.0,1,3.70328
10.0,1,3.704295
10.0,1,3.704585
10.0,1,3.708551
10.0,1,3.70885
10.0,1,3.709071
10.0,1,3.709278
10.0,1,3.713052
5.0,1,3.713983
10.0,1,3.714498
5.0,1,3.714811
10.0,1,3.719635
10.0,1,3.72015
5.0,1,3.72199
10.0,1,3.722271
-3.0,1,3.72491
10.0,1,3.725165
5.0,1,3.725355
-3.0,1,3.725531
5.0,1,3.730459
-3.0,1,3.730828
-3.0,1,3.731317
-3.0,1,3.731823
10.0,1,3.738186
-3.0,1,3.738846
10.0,1,3.739645
10.0,1,3.74043
10.0,1,3.743834
10.0,1,3.744451
10.0,1,3.74481
10.0,1,3.746547
10.0,1,3.750149
5.0,1,3.750425
10.0,1,3.751737
5.0,1,3.752095
5.0,1,3.755918
-3.0,1,3.756281
10.0,1,3.75649
10.0,1,3.756672
10.0,1,3.760129
-3.0,1,3.760434
10.0,1,3.760656
10.0,1,3.760864
10.0,1,3.768123
10.0,1,3.769429
5.0,1,3.769975
10.0,1,3.771187
10.0,1,3.776149
10.0,1,3.776414
5.0,1,3.776608
-3.0,1,3.776787
10.0,1,3.78139
10.0,1,3.78184
10.0,1,3.783508
10.0,1,3.784109
-3.0,1,3.789586
10.0,1,3.789921
10.0,1,3.790145
-3.0,1,3.790354
10.0,1,3.793316
10.0,1,3.793588
-3.0,1,3.793915
5.0,1,3.794226
-3.0,1,3.80053
5.0,1,3.800899
10.0,1,3.80238
10.0,1,3.802699
10.0,1,3.806871
-3.0,1,3.807144
10.0,1,3.807407
10.0,1,3.807813
-3.0,1,3.810866
10.0,1,3.811535
10.0,1,3.81406
-3.0,1,3.814463
10.0,1,3.819818
-3.0,1,3.820356
-3.0,1,3.820852
-3.0,1,3.821144
-3.0,1,3.824094
10.0,1,3.824483
10.0,1,3.824991
10.0,1,3.825277
-3.0,1,3.829931
10.0,1,3.830776
10.0,1,3.831139
10.0,1,3.83248
5.0,1,3.83799
5.0,1,3.83866
10.0,1,3.839542
10.0,1,3.839892
10.0,1,3.843405
5.0,1,3.843774
10.0,1,3.845398
-3.0,1,3.845754
-3.0,1,3.851014
5.0,1,3.851437
-3.0,1,3.851762
10.0,1,3.852556
5.0,1,3.85598
-3.0,1,3.856509
5.0,1,3.856894
-3.0,1,3.857188
-3.0,1,3.861365
10.0,1,3.861661
10.0,1,3.862495
10.0,1,3.862795
10.0,1,3.869461
5.0,1,3.8698
-3.0,1,3.870083
10.0,1,3.870503
-3.0,1,3.87432
5.0,1,3.874683
-3.0,1,3.876234
10.0,1,3.876944
-3.0,1,3.882791
10.0,1,3.883063
10.0,1,3.883254
10.0,1,3.883431
10.0,1,3.888028
10.0,1,3.888469
-3.0,1,3.888688
5.0,1,3.888874
10.0,1,3.893002
10.0,1,3.893317
10.0,1,3.893542
10.0,1,3.89375
10.0,1,3.90015
-3.0,1,3.900544
10.0,1,3.900851
-3.0,1,3.901201
-3.0,1,3.905625
-3.0,1,3.905892
-3.0,1,3.907301
5.0,1,3.907571
10.0,1,3.91089
10.0,1,3.911193
-3.0,1,3.911421
10.0,1,3.912762
10.0,1,3.918543
5.0,1,3.918884
-3.0,1,3.919385
5.0,1,3.920112
10.0,1,3.924805
10.0,1,3.925061
-3.0,1,3.925251
10.0,1,3.925429
5.0,1,3.928965
10.0,1,3.929469
-3.0,1,3.930485
-3.0,1,3.930817
10.0,1,3.934704
-3.0,1,3.934969
10.0,1,3.937541
10.0,1,3.938497
10.0,1,3.943359
10.0,1,3.943743
-3.0,1,3.944048
10.0,1,3.944332
-3.0,1,3.950744
5.0,1,3.951012
10.0,1,3.951818
-3.0,1,3.952145
10.0,1,3.957391
10.0,1,3.957755
-3.0,1,3.958052
-3.0,1,3.958336
10.0,1,3.962697
10.0,1,3.963441
-3.0,1,3.964303
-3.0,1,3.964745
10.0,1,3.969522
10.0,1,3.969905
10.0,1,3.971514
-3.0,1,3.971896
10.0,1,3.974536
10.0,1,3.974791
5.0,1,3.974981
10.0,1,3.975479
5.0,1,3.980601
10.0,1,3.981061
10.0,1,3.98135
10.0,1,3.981628
10.0,1,3.985947
10.0,1,3.986267
10.0,1,3.987456
10.0,1,3.987774
10.0,1,3.991464
-3.0,1,3.991773
5.0,1,3.991997
10.0,1,3.992206
5.0,1,3.995904
10.0,1,3.996416
10.0,1,3.999017
5.0,1,3.999367
10.0,1,4.004756
5.0,1,4.005104
10.0,1,4.005303
10.0,1,4.005828
10.0,1,4.008751
-3.0,1,4.00906
-3.0,1,4.009472
10.0,1,4.010418
-3.0,1,4.016882
-3.0,1,4.017192
5.0,1,4.017416
5.0,1,4.017625
5.0,1,4.023325
5.0,1,4.023639
10.0,1,4.024267
5.0,1,4.024829
10.0,1,4.028836
10.0,1,4.029258
10.0,1,4.03173
10.0,1,4.032096
5.0,1,4.035931
10.0,1,4.036246
-3.0,1,4.037584
-3.0,1,4.03793
10.0,1,4.040901
10.0,1,4.041253
5.0,1,4.041545
10.0,1,4.041828
5.0,1,4.049926
10.0,1,4.050548
10.0,1,4.050777
5.0,1,4.050972
10.0,1,4.054713
-3.0,1,4.055256
10.0,1,4.055531
10.0,1,4.056256
10.0,1,4.060008
10.0,1,4.060825
10.0,1,4.062579
5.0,1,4.062979
10.0,1,4.069135
-3.0,1,4.06964
-3.0,1,4.069991
10.0,1,4.07033
10.0,1,4.073961
10.0,1,4.074332
-3.0,1,4.074626
-3.0,1,4.074908
10.0,1,4.082404
-3.0,1,4.082778
10.0,1,4.083115
10.0,1,4.083343
5.0,1,4.087415
-3.0,1,4.087892
10.0,1,4.088411
10.0,1,4.088681
10.0,1,4.091666
10.0,1,4.091981
10.0,1,4.09327
10.0,1,4.093588
-3.0,1,4.099585
10.0,1,4.099935
10.0,1,4.100481
-3.0,1,4.100724
5.0,1,4.105111
10.0,1,4.105417
-3.0,1,4.105639
10.0,1,4.10585
10.0,1,4.10954
-3.0,1,4.109821
10.0,1,4.110051
10.0,1,4.110237
10.0,1,4.11685
5.0,1,4.11719
-3.0,1,4.117421
10.0,1,4.117631
-3.0,1,4.121933
5.0,1,4.122215
-3.0,1,4.123475
-3.0,1,4.123709
10.0,1,4.126338
10.0,1,4.126595
10.0,1,4.126788
10.0,1,4.127076
10.0,1,4.134243
-3.0,1,4.134628
10.0,1,4.134871
10.0,1,4.135063
5.0,1,4.140148
10.0,1,4.140414
10.0,1,4.140626
10.0,1,4.141711
-3.0,1,4.145579
10.0,1,4.146018
5.0,1,4.146388
10.0,1,4.147856
-3.0,1,4.151809
10.0,1,4.152096
10.0,1,4.15442
5.0,1,4.154686
10.0,1,4.158625
5.0,1,4.158994
10.0,1,4.160163
10.0,1,4.160483
10.0,1,4.166549
-3.0,1,4.166916
-3.0,1,4.167232
10.0,1,4.168102
-3.0,1,4.173478
10.0,1,4.17431
5.0,1,4.17463
10.0,1,4.17582
10.0,1,4.17914
10.0,1,4.180963
-3.0,1,4.181334
10.0,1,4.181808
-3.0,1,4.186092
5.0,1,4.186472
10.0,1,4.188149
10.0,1,4.18852
10.0,1,4.192061
10.0,1,4.192387
10.0,1,4.192632
10.0,1,4.192853
10.0,1,4.208354
-3.0,1,4.208641
10.0,1,4.209179
-3.0,1,4.20939
5.0,1,4.215839
10.0,1,4.216156
10.0,1,4.216358
-3.0,1,4.217088
5.0,1,4.220979
-3.0,1,4.221242
-3.0,1,4.221531
-3.0,1,4.221804
-3.0,1,4.225723
-3.0,1,4.226024
-3.0,1,4.227417
10.0,1,4.227865
10.0,1,4.233939
10.0,1,4.234259
10.0,1,4.234929
-3.0,1,4.235163
-3.0,1,4.239224
10.0,1,4.239546
10.0,1,4.239793
10.0,1,4.240004
10.0,1,4.244099
-3.0,1,4.244394
-3.0,1,4.244614
10.0,1,4.24482
10.0,1,4.251371
-3.0,1,4.25166
10.0,1,4.25186
10.0,1,4.252994
10.0,1,4.257243
-3.0,1,4.257632
10.0,1,4.258925
10.0,1,4.259185
10.0,1,4.262549
10.0,1,4.263149
10.0,1,4.265528
-3.0,1,4.26581
10.0,1,4.268762
5.0,1,4.269111
10.0,1,4.269401
-3.0,1,4.26968
10.0,1,4.274713
10.0,1,4.275089
5.0,1,4.275784
10.0,1,4.276726
10.0,1,4.281537
10.0,1,4.282459
10.0,1,4.283058
-3.0,1,4.283302
10.0,1,4.286418
10.0,1,4.286828
-3.0,1,4.288465
-3.0,1,4.288765
10.0,1,4.291794
10.0,1,4.292095
10.0,1,4.292317
10.0,1,4.292523
10.0,1,4.297809
10.0,1,4.298456
10.0,1,4.29872
10.0,1,4.298943
10.0,1,4.304299
10.0,1,4.30467
-3.0,1,4.304964
-3.0,1,4.305245
-3.0,1,4.309341
-3.0,1,4.309644
-3.0,1,4.309873
10.0,1,4.310486
-3.0,1,4.316095
-3.0,1,4.316441
-3.0,1,4.31763
10.0,1,4.317996
10.0,1,4.322067
-3.0,1,4.322372
10.0,1,4.322572
-3.0,1,4.322793
10.0,1,4.326618
-3.0,1,4.326974
10.0,1,4.327214
-3.0,1,4.327426
10.0,1,4.335202
-3.0,1,4.336574
10.0,1,4.337071
10.0,1,4.337455
-3.0,1,4.340982
10.0,1,4.341288
-3.0,1,4.341486
10.0,1,4.342185
-3.0,1,4.346641
10.0,1,4.348009
-3.0,1,4.350227
-3.0,1,4.350548
-3.0,1,4.354431
10.0,1,4.355757
10.0,1,4.356126
5.0,1,4.356408
10.0,1,4.359297
10.0,1,4.359567
-3.0,1,4.359759
10.0,1,4.359937
10.0,1,4.366493
10.0,1,4.367372
-3.0,1,4.367714
10.0,1,4.36804
5.0,1,4.373911
10.0,1,4.374757
-3.0,1,4.375057
10.0,1,4.375339
5.0,1,4.378098
10.0,1,4.378416
10.0,1,4.381846
-3.0,1,4.382418
10.0,1,4.38788
5.0,1,4.388266
5.0,1,4.388506
10.0,1,4.388717
-3.0,1,4.392402
-3.0,1,4.392785
10.0,1,4.393593
-3.0,1,4.393928
10.0,1,4.401678
10.0,1,4.402064
10.0,1,4.4023
-3.0,1,4.402552
-3.0,1,4.406975
-3.0,1,4.407291
5.0,1,4.407582
5.0,1,4.407807
10.0,1,4.411639
-3.0,1,4.41209
-3.0,1,4.41534
-3.0,1,4.415625
-3.0,1,4.421542
-3.0,1,4.422034
10.0,1,4.422923
-3.0,1,4.423219
10.0,1,4.426064
-3.0,1,4.426321
10.0,1,4.426526
-3.0,1,4.426712
10.0,1,4.434977
10.0,1,4.435253
10.0,1,4.435515
10.0,1,4.435778
10.0,1,4.439866
10.0,1,4.440233
10.0,1,4.440527
10.0,1,4.44081
5.0,1,4.443865
10.0,1,4.444228
10.0,1,4.446136
5.0,1,4.446623
10.0,1,4.450948
10.0,1,4.451968
-3.0,1,4.452358
10.0,1,4.452986
10.0,1,4.457153
10.0,1,4.457535
-3.0,1,4.457843
5.0,1,4.458255
10.0,1,4.463483
10.0,1,4.463968
10.0,1,4.464247
10.0,1,4.4646
10.0,1,4.46962
10.0,1,4.470628
10.0,1,4.471451
10.0,1,4.472505
10.0,1,4.475485
5.0,1,4.475803
-3.0,1,4.477244
10.0,1,4.477513
10.0,1,4.483646
-3.0,1,4.483956
-3.0,1,4.48418
-3.0,1,4.48439
5.0,1,4.489777
10.0,1,4.49038
-3.0,1,4.490604
10.0,1,4.491062
10.0,1,4.494813
10.0,1,4.495148
10.0,1,4.496099
10.0,1,4.498434
10.0,1,4.506656
10.0,1,4.507053
-3.0,1,4.507366
10.0,1,4.50766
10.0,1,4.51059
5.0,1,4.510944
10.0,1,4.513731
5.0,1,4.514097
10.0,1,4.517599
10.0,1,4.518292
5.0,1,4.518753
10.0,1,4.519151
-3.0,1,4.52403
10.0,1,4.524478
-3.0,1,4.52495
10.0,1,4.525208
10.0,1,4.531345
5.0,1,4.532153
5.0,1,4.53265
-3.0,1,4.532934
10.0,1,4.536692
10.0,1,4.53725
10.0,1,4.537567
10.0,1,4.53778
5.0,1,4.541255
10.0,1,4.541817
-3.0,1,4.54306
10.0,1,4.543396
-3.0,1,4.549145
5.0,1,4.549639
-3.0,1,4.549974
-3.0,1,4.550285
10.0,1,4.554885
-3.0,1,4.555335
-3.0,1,4.555642
10.0,1,4.55591
5.0,1,4.55969
-3.0,1,4.559951
10.0,1,4.560145
-3.0,1,4.560323
10.0,1,4.56582
5.0,1,4.566343
10.0,1,4.566993
5.0,1,4.567219
-3.0,1,4.572271
5.0,1,4.57254
10.0,1,4.574023
10.0,1,4.574737
-3.0,1,4.577934
-3.0,1,4.578309
10.0,1,4.580724
5.0,1,4.581184
-3.0,1,4.585213
-3.0,1,4.585523
-3.0,1,4.586282
10.0,1,4.586672
10.0,1,4.591041
10.0,1,4.591297
5.0,1,4.59149
-3.0,1,4.591667
10.0,1,4.597149
10.0,1,4.597582
10.0,1,4.597995
10.0,1,4.59926
5.0,1,4.602665
10.0,1,4.603528
5.0,1,4.605337
10.0,1,4.605586
10.0,1,4.608711
-3.0,1,4.609075
-3.0,1,4.609359
-3.0,1,4.609584
10.0,1,4.615809
10.0,1,4.616711
10.0,1,4.617262
-3.0,1,4.617539
-3.0,1,4.622959
5.0,1,4.623224
10.0,1,4.623414
10.0,1,4.623926
5.0,1,4.627358
-3.0,1,4.627664
10.0,1,4.628269
10.0,1,4.628733
10.0,1,4.634656
10.0,1,4.634949
5.0,1,4.636357
10.0,1,4.637419
5.0,1,4.640618
-3.0,1,4.640927
-3.0,1,4.641154
10.0,1,4.641363
10.0,1,4.645318
10.0,1,4.646875
10.0,1,4.647346
10.0,1,4.647789
10.0,1,4.652512
10.0,1,4.652792
10.0,1,4.653827
10.0,1,4.654293
-3.0,1,4.658105
10.0,1,4.658688
10.0,1,4.659235
10.0,1,4.659467
10.0,1,4.665006
10.0,1,4.66574
-3.0,1,4.66705
10.0,1,4.667302
-3.0,1,4.671324
10.0,1,4.672298
10.0,1,4.672649
5.0,1,4.672941
10.0,1,4.676056
5.0,1,4.676389
10.0,1,4.676694
5.0,1,4.676972
10.0,1,4.684328
10.0,1,4.684985
10.0,1,4.685267
5.0,1,4.685633
-3.0,1,4.689829
-3.0,1,4.69014
10.0,1,4.690366
10.0,1,4.690575
10.0,1,4.694411
-3.0,1,4.694779
-3.0,1,4.697882
10.0,1,4.698409
10.0,1,4.704226
-3.0,1,4.704526
10.0,1,4.704737
10.0,1,4.70507
5.0,1,4.70884
10.0,1,4.70976
10.0,1,4.710016
10.0,1,4.710212
10.0,1,4.716919
10.0,1,4.718348
10.0,1,4.719723
10.0,1,4.720614
5.0,1,4.723844
10.0,1,4.724206
10.0,1,4.724648
10.0,1,4.724942
10.0,1,4.728716
10.0,1,4.729025
5.0,1,4.732152
10.0,1,4.732819
10.0,1,4.737314
-3.0,1,4.737652
10.0,1,4.737858
-3.0,1,4.738044
10.0,1,4.741027
10.0,1,4.741293
10.0,1,4.741755
5.0,1,4.74199
5.0,1,4.747646
10.0,1,4.749663
10.0,1,4.749988
10.0,1,4.750217
10.0,1,4.754612
-3.0,1,4.755411
10.0,1,4.755735
10.0,1,4.755942
-3.0,1,4.75907
10.0,1,4.759433
10.0,1,4.76105
10.0,1,4.761443
10.0,1,4.767497
10.0,1,4.768439
5.0,1,4.76876
-3.0,1,4.769001
5.0,1,4.773008
-3.0,1,4.773312
10.0,1,4.773934
5.0,1,4.774176
10.0,1,4.77837
-3.0,1,4.778744
10.0,1,4.781305
-3.0,1,4.78215
10.0,1,4.785693
10.0,1,4.786061
5.0,1,4.786354
-3.0,1,4.786643
10.0,1,4.790915
-3.0,1,4.791188
10.0,1,4.792529
5.0,1,4.792809
10.0,1,4.7981
-3.0,1,4.798697
-3.0,1,4.798924
-3.0,1,4.799111
10.0,1,4.80261
-3.0,1,4.803002
10.0,1,4.804539
10.0,1,4.804931
10.0,1,4.808845
10.0,1,4.809112
-3.0,1,4.80931
-3.0,1,4.809489
-3.0,1,4.814293
10.0,1,4.814755
10.0,1,4.815684
-3.0,1,4.815948
5.0,1,4.821116
10.0,1,4.822019
10.0,1,4.823496
10.0,1,4.824193
10.0,1,4.827129
-3.0,1,4.827432
10.0,1,4.828017
-3.0,1,4.828229
-3.0,1,4.833837
10.0,1,4.834203
10.0,1,4.83454
10.0,1,4.835519
10.0,1,4.841398
10.0,1,4.841779
-3.0,1,4.842068
10.0,1,4.842351
10.0,1,4.847898
-3.0,1,4.848343
5.0,1,4.848848
10.0,1,4.84959
5.0,1,4.85433
10.0,1,4.854715
-3.0,1,4.856281
10.0,1,4.856626
5.0,1,4.860366
-3.0,1,4.860718
10.0,1,4.861017
10.0,1,4.862438
10.0,1,4.867992
10.0,1,4.868261
10.0,1,4.86845
-3.0,1,4.868628
5.0,1,4.873907
10.0,1,4.874172
10.0,1,4.874363
10.0,1,4.874859
5.0,1,4.87955
10.0,1,4.880005
10.0,1,4.881074
-3.0,1,4.88145
-3.0,1,4.885482
-3.0,1,4.885856
10.0,1,4.888211
10.0,1,4.888477
10.0,1,4.891428
5.0,1,4.891697
-3.0,1,4.891949
-3.0,1,4.892495
-3.0,1,4.896005
10.0,1,4.896981
10.0,1,4.898394
-3.0,1,4.898793
10.0,1,4.904051
10.0,1,4.904407
-3.0,1,4.904607
-3.0,1,4.90488
10.0,1,4.908873
10.0,1,4.909716
10.0,1,4.910399
-3.0,1,4.910635
10.0,1,4.916229
10.0,1,4.916539
-3.0,1,4.91784
10.0,1,4.918454
10.0,1,4.922646
5.0,1,4.923269
-3.0,1,4.923739
10.0,1,4.924552
10.0,1,4.927617
10.0,1,4.928127
-3.0,1,4.928438
-3.0,1,4.92878
-3.0,1,4.935127
10.0,1,4.935453
-3.0,1,4.93572
10.0,1,4.935944
5.0,1,4.940725
10.0,1,4.941088
10.0,1,4.941831
-3.0,1,4.942049
-3.0,1,4.947228
5.0,1,4.94794
-3.0,1,4.949525
-3.0,1,4.949835
-3.0,1,4.953144
-3.0,1,4.953503
-3.0,1,4.953888
10.0,1,4.954239
-3.0,1,4.958005
10.0,1,4.958328
10.0,1,4.958524
10.0,1,4.9587
5.0,1,4.965228
10.0,1,4.965914
10.0,1,4.966598
5.0,1,4.96694
10.0,1,4.971224
10.0,1,4.97198
5.0,1,4.972339
10.0,1,4.972594
10.0,1,4.976105
10.0,1,4.976494
10.0,1,4.978169
-3.0,1,4.978558
10.0,1,4.983288
10.0,1,4.984537
10.0,1,4.984927
10.0,1,4.985623
10.0,1,4.991152
10.0,1,4.991484
10.0,1,4.991713
10.0,1,4.992259
10.0,1,4.997552
10.0,1,4.997935
5.0,1,4.998991
5.0,1,4.999487
-3.0,1,5.003302
10.0,1,5.004489
10.0,1,5.005399
-3.0,1,5.005889
10.0,1,5.008693
-3.0,1,5.00905
10.0,1,5.010551
-3.0,1,5.010788
10.0,1,5.016553
10.0,1,5.016893
10.0,1,5.017195
10.0,1,5.018102
10.0,1,5.021817
10.0,1,5.02232
10.0,1,5.022656
10.0,1,5.022941
10.0,1,5.027243
10.0,1,5.028172
-3.0,1,5.028556
-3.0,1,5.028933
-3.0,1,5.03541
10.0,1,5.03573
5.0,1,5.03596
10.0,1,5.03669
10.0,1,5.040989
10.0,1,5.041823
10.0,1,5.043446
10.0,1,5.043725
-3.0,1,5.049879
5.0,1,5.050152
10.0,1,5.050344
10.0,1,5.050526
-3.0,1,5.054542
10.0,1,5.054938
-3.0,1,5.055293
10.0,1,5.055527
10.0,1,5.05982
-3.0,1,5.060185
10.0,1,5.060477
5.0,1,5.060773
10.0,1,5.067041
-3.0,1,5.067423
10.0,1,5.067721
-3.0,1,5.067998
5.0,1,5.073865
10.0,1,5.074132
10.0,1,5.075479
10.0,1,5.076151
10.0,1,5.080455
10.0,1,5.082604
5.0,1,5.082883
-3.0,1,5.083088
5.0,1,5.086502
-3.0,1,5.086868
10.0,1,5.08799
-3.0,1,5.088619
10.0,1,5.093694
-3.0,1,5.094052
-3.0,1,5.09433
-3.0,1,5.094597
5.0,1,5.100782
5.0,1,5.101203
5.0,1,5.101442
10.0,1,5.102009
10.0,1,5.106459
-3.0,1,5.106742
-3.0,1,5.108009
10.0,1,5.108279
5.0,1,5.111676
10.0,1,5.112167
10.0,1,5.114489
-3.0,1,5.115032
-3.0,1,5.118297
10.0,1,5.118552
-3.0,1,5.118822
10.0,1,5.120038
10.0,1,5.12538
10.0,1,5.12574
10.0,1,5.126018
-3.0,1,5.12632
-3.0,1,5.132275
10.0,1,5.13258
10.0,1,5.133192
10.0,1,5.133432
5.0,1,5.138182
10.0,1,5.138502
-3.0,1,5.139872
-3.0,1,5.140222
10.0,1,5.144347
10.0,1,5.144711
-3.0,1,5.14501
10.0,1,5.146934
-3.0,1,5.152135
10.0,1,5.153569
-3.0,1,5.154158
-3.0,1,5.154523
10.0,1,5.159367
10.0,1,5.159746
-3.0,1,5.160049
-3.0,1,5.160328
10.0,1,5.166763
10.0,1,5.167051
10.0,1,5.16732
-3.0,1,5.167621
10.0,1,5.173337
10.0,1,5.173926
5.0,1,5.175216
10.0,1,5.175462
5.0,1,5.178646
10.0,1,5.181729
10.0,1,5.181964
5.0,1,5.182151
10.0,1,5.195372
10.0,1,5.195783
-3.0,1,5.196108
10.0,1,5.197941
-3.0,1,5.202941
10.0,1,5.20388
10.0,1,5.204458
-3.0,1,5.204689
10.0,1,5.208892
-3.0,1,5.209268
10.0,1,5.209563
10.0,1,5.209844
-3.0,1,5.219666
10.0,1,5.220845
5.0,1,5.222883
10.0,1,5.223757
10.0,1,5.231536
10.0,1,5.232393
10.0,1,5.232733
10.0,1,5.233455
-3.0,1,5.238839
10.0,1,5.239115
10.0,1,5.239307
-3.0,1,5.239566
5.0,1,5.243141
-3.0,1,5.2434
10.0,1,5.243921
-3.0,1,5.244136
-3.0,1,5.249591
-3.0,1,5.249976
10.0,1,5.250266
-3.0,1,5.250538
10.0,1,5.254461
5.0,1,5.254816
10.0,1,5.25626
10.0,1,5.256604
10.0,1,5.260288
-3.0,1,5.260641
10.0,1,5.260927
5.0,1,5.261216
10.0,1,5.267464
-3.0,1,5.267923
-3.0,1,5.268151
10.0,1,5.268868
10.0,1,5.274504
10.0,1,5.274888
5.0,1,5.275192
5.0,1,5.275476
-3.0,1,5.282092
5.0,1,5.282399
10.0,1,5.282622
-3.0,1,5.283059
10.0,1,5.287996
10.0,1,5.288827
10.0,1,5.29015
-3.0,1,5.290509
5.0,1,5.293852
5.0,1,5.294168
5.0,1,5.294592
5.0,1,5.294897
5.0,1,5.300556
5.0,1,5.300821
-3.0,1,5.301117
5.0,1,5.301391
5.0,1,5.30731
10.0,1,5.30866
10.0,1,5.309034
10.0,1,5.309338
10.0,1,5.312787
10.0,1,5.314534
-3.0,1,5.315016
-3.0,1,5.315524
10.0,1,5.318847
10.0,1,5.319162
10.0,1,5.320848
10.0,1,5.321241
-3.0,1,5.324331
-3.0,1,5.324597
10.0,1,5.32524
10.0,1,5.326103
-3.0,1,5.330764
5.0,1,5.331217
-3.0,1,5.331603
10.0,1,5.332357
10.0,1,5.337053
10.0,1,5.337639
10.0,1,5.338247
-3.0,1,5.3385
-3.0,1,5.342646
10.0,1,5.343314
10.0,1,5.343928
5.0,1,5.34421
-3.0,1,5.350141
10.0,1,5.350563
10.0,1,5.352309
5.0,1,5.352574
-3.0,1,5.356955
-3.0,1,5.357334
10.0,1,5.357676
10.0,1,5.358501
10.0,1,5.361546
10.0,1,5.362004
10.0,1,5.362973
10.0,1,5.364962
10.0,1,5.369996
10.0,1,5.371013
10.0,1,5.371266
-3.0,1,5.371466
10.0,1,5.375087
10.0,1,5.375391
5.0,1,5.375616
10.0,1,5.376201
10.0,1,5.381685
10.0,1,5.382612
10.0,1,5.384442
-3.0,1,5.384775
10.0,1,5.388127
10.0,1,5.388514
10.0,1,5.388741
5.0,1,5.38893
10.0,1,5.39273
10.0,1,5.392998
-3.0,1,5.393201
10.0,1,5.393719
10.0,1,5.401552
5.0,1,5.401967
-3.0,1,5.402252
10.0,1,5.402458
10.0,1,5.405804
-3.0,1,5.406179
5.0,1,5.406406
10.0,1,5.406934
10.0,1,5.410909
10.0,1,5.411282
10.0,1,5.413331
-3.0,1,5.414301
10.0,1,5.419509
10.0,1,5.420219
10.0,1,5.420706
10.0,1,5.42161
-3.0,1,5.425187
5.0,1,5.425476
-3.0,1,5.425676
-3.0,1,5.425859
5.0,1,5.43336
10.0,1,5.433736
10.0,1,5.434545
5.0,1,5.43483
10.0,1,5.438127
10.0,1,5.438882
-3.0,1,5.439227
-3.0,1,5.439536
5.0,1,5.442069
-3.0,1,5.442324
-3.0,1,5.443452
-3.0,1,5.443677
10.0,1,5.448983
-3.0,1,5.449362
-3.0,1,5.449636
10.0,1,5.449877
10.0,1,5.453404
-3.0,1,5.453864
10.0,1,5.455365
10.0,1,5.455703
10.0,1,5.459314
10.0,1,5.459663
-3.0,1,5.459945
-3.0,1,5.46022
10.0,1,5.467257
5.0,1,5.467673
10.0,1,5.467995
-3.0,1,5.468259
-3.0,1,5.472235
-3.0,1,5.472497
10.0,1,5.474326
10.0,1,5.47468
10.0,1,5.478321
5.0,1,5.47936
5.0,1,5.479837
-3.0,1,5.481014
-3.0,1,5.48518
-3.0,1,5.485528
10.0,1,5.485777
10.0,1,5.485997
-3.0,1,5.491158
10.0,1,5.491512
-3.0,1,5.491785
10.0,1,5.492506
10.0,1,5.497899
10.0,1,5.499271
10.0,1,5.500247
-3.0,1,5.500632
10.0,1,5.507368
10.0,1,5.507753
10.0,1,5.50926
10.0,1,5.509941
10.0,1,5.515391
10.0,1,5.515835
-3.0,1,5.516107
-3.0,1,5.516306
10.0,1,5.520002
10.0,1,5.521516
-3.0,1,5.521837
10.0,1,5.522074
10.0,1,5.526642
5.0,1,5.526964
-3.0,1,5.527194
10.0,1,5.527402
-3.0,1,5.532793
10.0,1,5.533373
10.0,1,5.533599
10.0,1,5.533881
-3.0,1,5.538637
10.0,1,5.539007
10.0,1,5.540572
10.0,1,5.540821
5.0,1,5.543285
10.0,1,5.543536
10.0,1,5.544037
10.0,1,5.544506
10.0,1,5.550856
10.0,1,5.551367
-3.0,1,5.551616
5.0,1,5.551807
10.0,1,5.556963
10.0,1,5.557671
10.0,1,5.557898
10.0,1,5.55809
10.0,1,5.562106
10.0,1,5.562491
-3.0,1,5.562833
10.0,1,5.563112
10.0,1,5.568642
10.0,1,5.569535
-3.0,1,5.57148
10.0,1,5.572282
5.0,1,5.575322
10.0,1,5.575623
10.0,1,5.576208
5.0,1,5.576445
-3.0,1,5.582212
10.0,1,5.582876
10.0,1,5.583416
-3.0,1,5.583699
10.0,1,5.588924
10.0,1,5.589643
10.0,1,5.589906
5.0,1,5.590511
10.0,1,5.593998
5.0,1,5.5943
-3.0,1,5.594525
5.0,1,5.594733
10.0,1,5.60058
-3.0,1,5.601001
10.0,1,5.603053
10.0,1,5.603382
-3.0,1,5.607732
5.0,1,5.608187
10.0,1,5.60842
10.0,1,5.609184
10.0,1,5.612473
-3.0,1,5.612899
10.0,1,5.614755
10.0,1,5.615101
10.0,1,5.620714
10.0,1,5.621229
5.0,1,5.621536
10.0,1,5.621815
-3.0,1,5.625635
-3.0,1,5.625984
10.0,1,5.626206
10.0,1,5.62681
10.0,1,5.632217
10.0,1,5.632528
10.0,1,5.633877
10.0,1,5.634236
10.0,1,5.639059
10.0,1,5.639434
-3.0,1,5.639716
10.0,1,5.640504
5.0,1,5.6439
5.0,1,5.644281
10.0,1,5.645577
